rownames(exprMat)	LAU125	LAU355	LAU1255	LAU1314
PADI4	0.19	0.85	0.2	0.38
PAEP	0.14	0.18	1.5	0.11
PAEPP1	0	0	0	0
PAF1	49.87	35.09	44.26	46.75
PAFAH1B1	67.33	42.87	25.46	53.43
PAFAH1B2	32.54	19.03	14.37	23.75
PAFAH1B3	9.64	5.78	6.98	7.81
PAFAH2	22.52	6.94	5.61	8.54
PAG1	48.14	39.35	38.36	42.13
PAGE1	0	0	0	0
PAGE2	0	0.18	0	0
PAGE2B	0	0	0.05	0
PAGE3	0	0	0	0
PAGE4	0	0	0	0
PAGE5	0	0.94	0.24	6.18
PAH	0.02	0.03	0.01	0.05
PAICS	158.54	37.83	75.02	55.58
PAICSP1	0.02	0.45	0.08	0.44
PAICSP2	0	0	0	0
PAICSP3	0	0	0	0
PAICSP4	0.02	0	0	0
PAICSP5	0	0	0	0.08
PAICSP6	0.06	0	0	0
PAICSP7	0	0	0	0
PAIP1	89.1	35.18	89.66	34.23
PAIP1P1	0.06	0.54	0.04	0.43
PAIP2	157.43	140.43	111.22	167.94
PAIP2B	2.22	2.38	0.89	2.98
PAK1	65.32	35.49	96.99	27.95
PAK1IP1	33.02	8.82	12.73	10.43
PAK2	68.81	122.21	61.97	117.44
PAK3	0.02	0.16	0.09	0.14
PAK4	5.24	1.63	5.58	1.81
PAK5	0	0	0	0
PAK6	0.1	0.09	0.04	0.17
PALB2	8.39	5.39	6.03	5.85
PALD1	0.91	2.72	0.73	3.7
PALLD	20.62	1.92	2.19	2.76
PALM	3.53	0.02	0	0.07
PALM2	0.02	0.07	0.24	0.16
PALM2-AKAP2	0.25	13.52	0.54	8.33
PALM3	0.23	0	0.05	0
PALMD	14.81	0.01	0.01	0.06
PAM	3.32	8.58	12.39	14.57
PAM16	3.32	3.27	4.49	2.79
PAMR1	0	0.02	0.01	0.06
PAN2	13.34	7.73	5.39	8.88
PAN3	9.2	34.95	8.71	40.16
PANCR	0	0.06	0	0
PANK1	6.97	3.34	4.07	3.82
PANK2	22.02	18.72	15.79	25.54
PANK3	16.41	16.6	11.44	14.69
PANK4	26.65	8.51	6.16	11.28
PANX1	10.2	6.52	20.99	7.58
PANX2	0.05	0.04	0.04	0.01
PANX3	0	0.02	0.03	0
PAOX	0.49	4.64	1.16	4.89
PAPD4	33.41	52.72	27.81	52.37
PAPD5	4.48	8.31	4.38	7.43
PAPD7	9.05	16.8	10	15.9
PAPLN	1.4	0.65	1.26	0.66
PAPOLA	74.64	58.42	40.7	81.98
PAPOLB	0.02	0	0	0.01
PAPOLG	8.63	16.16	5.78	16.45
PAPPA	0.07	0.05	0.03	0.05
PAPPA-AS2	0.03	0	0	0
PAPPA2	0.06	0.01	0	0.09
PAPSS1	44.68	30.31	37.02	51.2
PAPSS2	39.1	0.99	1.15	0.82
PAQR3	11.33	5.67	7.26	7.21
PAQR4	6.9	1.97	12.61	4.26
PAQR5	0.94	0	0.41	0.01
PAQR6	0.66	0.2	0.64	0.2
PAQR7	7.91	1.53	2.81	1.93
PAQR8	27.41	5.6	11.58	7.38
PAQR9	0.01	0	0.01	0
PAQR9-AS1	0.05	0.16	0	0
PARAL1	0	0	0.19	0.05
PARD3	12.5	0.24	7.82	0.14
PARD3-AS1	0	0	0	0
PARD3B	9.46	0.29	3.46	0.31
PARD6A	0.37	1.7	1.09	2.06
PARD6B	0.81	0.74	0.44	0.57
PARD6G	2.87	0.48	2.79	0.46
PARG	6.02	7.74	6.03	9.19
PARGP1	0.31	1.68	1.52	1.43
PARK7	460.1	168.91	184.47	193.1
PARL	57.56	53.87	46.51	40.75
PARM1	0.16	10.16	7.1	16.77
PARN	34.61	37.13	31.31	39.15
PARP1	150.64	256.51	95.86	355.74
PARP10	9.22	18.02	17.96	22.89
PARP11	5.23	12.19	5.77	13.55
PARP12	4.58	18.29	13.66	19.69
PARP14	11.16	38.16	25.67	44.68
PARP15	7.25	67.79	12.54	43.62
PARP16	4.25	10.81	4.12	9.74
PARP1P1	0	0	0	0.01
PARP2	32.29	10.9	16.95	13.21
PARP3	11.32	13.45	20.78	12.78
PARP4	7.54	23.56	17.04	28.95
PARP4P1	0	0	0	0.01
PARP4P2	0	0.02	0	0
PARP4P3	0	0	0	0
PARP6	24.59	20.42	21.96	15.32
PARP8	2.4	60.36	27.34	63.59
PARP9	17.95	28.41	44.9	25.13
PARPBP	11.83	3.24	4.16	6.07
PARS2	1.66	0.66	0.55	0.33
PART1	0.02	0	0.06	0.13
PARVA	72.26	0.14	32.71	1.06
PARVB	53.15	22.5	32.2	24.25
PARVG	1.65	95.97	26.72	84.24
PASD1	0	0.08	0.02	0
PASK	3.28	50.43	7.87	30.9
PATE1	0.05	0	0	0
PATE2	0.14	0	0.15	0
PATE3	0	0	0	0
PATE4	0.02	0.02	0.02	0
PATJ	5.4	8.72	4.94	7.42
PATL1	41.39	27.46	22.96	30.29
PATL2	0.25	4.02	1.58	3.41
PATZ1	6.71	18.89	8.29	21.62
PAWR	0.16	8.11	3.46	8.63
PAWRP1	0	0	0	0
PAX1	0	0	0	0
PAX2	0	0.01	0.01	0.07
PAX3	37.91	0.01	22.25	0.43
PAX4	0	0.14	0	0.01
PAX5	0.68	81.27	4.58	85.04
PAX6	0.74	0.45	0.12	0.63
PAX7	0.02	0	0	0
PAX8	2.51	1.39	0.74	0.57
PAX8-AS1	13.57	12.86	3.69	10.58
PAX9	0.01	0.04	0.02	0.1
PAXBP1	19.1	16.45	8.85	16.94
PAXBP1-AS1	2.77	1.03	0.65	0.84
PAXBP1P1	0	0	0	0
PAXIP1	18.14	12.95	8.83	12.75
PAXIP1-AS2	10.72	5.64	3.56	5.3
PAXX	3.23	10.39	5.75	9.52
PBDC1	35.33	18.09	38.56	24.91
PBK	67.03	3.62	6.98	13.49
PBLD	3.37	1.33	2.21	1.44
PBOV1	0	0.03	0.01	0.03
PBRM1	46.86	25.54	21.94	30.33
PBX1	0.01	0.15	0.03	0.32
PBX2	30.34	56.36	37.68	60.7
PBX2P1	0	0	0	0
PBX3	8.49	18.99	10	15.83
PBX4	0.07	0.64	0.47	0.35
PBXIP1	21.84	81.61	37.36	81.94
PC	4.33	0.65	5.06	1.23
PCA3	0.02	0.05	0.04	0.06
PCAT1	0	0.21	0.3	0.14
PCAT4	0	0	0	0.01
PCAT6	1.97	0.2	1.58	0.24
PCAT7	0.41	0.02	0.12	0.05
PCBD1	21.9	13	43.43	11.65
PCBD2	4.41	6	4.8	5.39
PCBP1	91.23	124.58	109.79	159.09
PCBP1-AS1	7.29	15.19	7.25	11.55
PCBP2	279.62	290.62	231.44	317.93
PCBP2P1	0	0.07	0.02	0
PCBP2P3	0	0	0	0.04
PCBP3	3.65	3.38	0.62	2.68
PCBP4	7.76	4.68	16.15	3.67
PCCA	9.73	6.59	7.46	7.73
PCCA-AS1	0.09	0	0	0
PCCB	55.88	21.89	34.1	21.8
PCDH1	12.14	0.01	1.38	0.03
PCDH10	0.01	0	0.01	0
PCDH11X	0.03	0.03	0.04	0.03
PCDH11Y	0.02	0.1	0.01	0.21
PCDH12	0.75	0.5	0.08	0.22
PCDH15	0	0.07	0	0.03
PCDH17	0.06	0.02	0	0
PCDH18	0.93	0.06	0.48	0.04
PCDH19	0.03	0.01	0	0
PCDH7	121.36	0.12	9.63	0.58
PCDH8	0	0	0	0
PCDH8P1	0	0	0	0
PCDH9	3.58	3.82	0.7	6.52
PCDH9-AS1	0	0	0	0
PCDH9-AS2	0	0	0	0
PCDH9-AS3	0	0	0	0
PCDH9-AS4	0	0	0	0
PCDHA1	0	0	0	0
PCDHA10	0	0.01	0.18	0.03
PCDHA11	0	0	0.01	0
PCDHA12	0	0	0	0
PCDHA13	0	0	0	0
PCDHA14	0	0	0	0.01
PCDHA2	0	0	0	0.05
PCDHA3	0	0	0.05	0
PCDHA4	0.05	0	0.05	0
PCDHA5	0.01	0	0.04	0
PCDHA6	0	0	0.09	0.06
PCDHA7	0	0	0.02	0
PCDHA8	0.07	0.02	0	0
PCDHA9	0.03	0.02	0.04	0.05
PCDHAC1	0.02	0	0	0.02
PCDHAC2	0	0.01	0	0.04
PCDHB1	0	0	0	0.01
PCDHB10	0.95	0	0.35	0.11
PCDHB11	0.08	0	0.11	0.07
PCDHB12	2.46	0	0.05	0.03
PCDHB13	0.04	0.02	0.05	0.03
PCDHB14	2.01	0	0.16	0.06
PCDHB15	0.75	0.01	0.32	0.1
PCDHB18P	1.18	0	0.13	0
PCDHB2	0.66	0	0.23	0.06
PCDHB3	0.93	0.03	0.05	0.11
PCDHB4	0.63	0.01	0.18	0.08
PCDHB5	2.74	0.04	1.55	0.19
PCDHB6	0.43	0.01	0.1	0.11
PCDHB7	1.78	0.08	0.22	0.05
PCDHB8	0.62	0	0.1	0
PCDHB9	0.46	0.08	0.39	0.12
PCDHGA1	0.4	0.05	0.92	0.1
PCDHGA10	0.12	0.33	0.21	0.43
PCDHGA11	10.2	0.26	0.11	0.31
PCDHGA12	17.27	0.13	3.12	0
PCDHGA2	1.1	0.1	1.67	0.09
PCDHGA3	0.59	0.09	0.07	0.04
PCDHGA5	0.11	0.11	0.05	0.1
PCDHGA6	0.15	0.37	1.7	0.19
PCDHGA7	6.78	0.11	0.97	0.09
PCDHGA8	0.02	0.06	0.09	0.09
PCDHGB1	0.52	0.19	2.13	0.09
PCDHGB2	3.5	0.61	1.79	0.61
PCDHGB4	4.08	0.22	0.77	0.21
PCDHGB6	0.25	0.4	0.19	0.31
PCDHGB7	0.07	0.29	1.59	0.29
PCDHGB8P	0.08	0.08	0	0.21
PCDHGC3	94.37	1.44	20.31	2.55
PCDHGC4	0.23	0.07	0.01	0.17
PCDHGC5	0.28	0.04	0.02	0.11
PCED1A	8.19	6.33	7.42	6.64
PCED1B	0.26	11.43	4.74	17.37
PCED1B-AS1	0.3	13.69	3.17	15.03
PCED1CP	0	0	0	0
PCF11	29.04	51.64	28.66	71.13
PCGEM1	0	0	0	0.03
PCGF1	18.26	10.52	18.98	13.08
PCGF3	9.76	7.23	3.52	6.38
PCGF5	19.92	46.49	38.7	40.15
PCGF6	3.58	4.45	2.43	4.36
PCID2	21.99	29.25	15.46	32.3
PCIF1	12.54	18.66	8.64	18.62
PCK1	0.17	0	0	0.07
PCK2	4.94	10.81	12.25	11.78
PCLAF	12.23	5.37	8.02	16.47
PCLO	0.01	0.06	1.23	0.14
PCM1	130.26	59.16	39.25	76.85
PCMT1	127.09	31.16	26.29	42.03
PCMTD1	29.98	44.32	21.56	50.2
PCMTD1P1	0	0	0	0
PCMTD1P3	0	0.05	0	0
PCMTD2	22.74	20.41	10.08	17.45
PCNA	155.93	64.33	114.9	103.86
PCNAP1	0	0	0	0
PCNAP3	0	0	0	0
PCNAP4	0.04	0.03	0	0
PCNP	246.6	145.53	126.58	174.96
PCNPP2	0	0	0	0
PCNPP3	0	0	0	0
PCNPP4	0	0	0	0
PCNPP5	0.06	0.05	0	0
PCNT	12.21	11.93	10.11	13.01
PCNX1	7.89	17.4	6.38	15.7
PCNX2	5.39	16.83	7.26	16.29
PCNX3	2.17	6.54	2.97	7.01
PCNX4	40.65	13.81	20.18	16.88
PCOLCE	3.62	1.21	12.57	2.09
PCOLCE-AS1	0.02	0.02	0	0.06
PCOLCE2	7.76	0	0.85	0.15
PCOTH	0.77	0.26	0.97	0
PCP2	0	0.35	0.06	0.47
PCP4	0.19	0	0	0
PCP4L1	0.04	0	0	0.08
PCSK1	3.95	0	0.13	0.04
PCSK1N	0	0	0	0
PCSK2	1.27	0.01	2.77	0
PCSK4	0.04	0.02	0.1	0.01
PCSK5	0.07	1.86	0.32	0.2
PCSK6	6.72	0.08	0.1	0.27
PCSK7	6.52	40.9	11.21	41.09
PCSK9	0	0	0.5	0
PCTP	14.35	4.72	7.19	5.45
PCYOX1	70.05	13.79	21.26	18.5
PCYOX1L	9.03	7.7	4.68	8.88
PCYT1A	20.8	19.92	21.39	20.47
PCYT1B	1.38	0.07	0.5	0.03
PCYT1B-AS1	0	0	0	0
PCYT2	8.79	4.79	8.07	6
PDAP1	165.49	84.34	77.75	92.01
PDC	0.1	0.02	0.04	0.06
PDCD1	0.01	4.21	2	5.03
PDCD10	52.39	62.5	51.78	70.48
PDCD11	8.52	11.51	9.91	13.62
PDCD1LG2	0.21	2.09	4.13	0.58
PDCD2	24.66	35.12	13.14	40.77
PDCD2L	3.99	3.87	2.91	5.96
PDCD4	116.03	354.75	219.92	302.49
PDCD4-AS1	3.19	10.38	4.3	9.14
PDCD5	81.78	36.49	54.76	43.98
PDCD5P2	0.51	0.09	0.4	0.11
PDCD6	137.78	71.16	96.73	89.2
PDCD6IP	150.78	119.11	141.6	149.3
PDCD7	14.85	14.29	12.69	15.39
PDCL	6.54	7.4	5.42	8.75
PDCL2	0	0	0	0
PDCL2P1	0	0	0	0
PDCL2P2	0	0	0	0.25
PDCL3	30.41	28.69	25.42	28.27
PDCL3P1	0	0.03	0	0
PDCL3P3	0	0	0	0
PDCL3P4	0.44	1.41	0.51	1.05
PDCL3P5	0	1.45	0.63	2.89
PDCL3P6	0	0.02	0.11	0
PDE10A	0.05	0.03	0.51	0.01
PDE11A	0.3	0	0.4	0.03
PDE12	10.75	8.38	11.26	12.24
PDE1A	0.03	0.05	0.1	1.69
PDE1B	0.34	1.07	0.55	1.07
PDE1C	0.09	0.05	0.09	0.27
PDE2A	4.94	0.11	0.22	0.23
PDE3A	56.07	0.02	1.3	0.06
PDE3B	23.7	20.39	13.46	21.84
PDE4A	1.21	1.76	2.01	1.79
PDE4B	84.7	198.49	122.02	118.28
PDE4C	6.03	0.06	0.1	0.1
PDE4D	12.91	19.41	24.78	10.38
PDE4DIP	29.52	64.57	65.56	56.73
PDE4DIPP1	0.11	0.35	0.13	0.05
PDE5A	1.35	2.83	0.89	2.31
PDE6A	0.72	1.32	0.64	1.45
PDE6B	4	10.94	2.41	7.74
PDE6C	0.01	0.21	0	0.08
PDE6D	45.91	29.31	28	29.59
PDE6G	3.42	2.12	0.55	0.8
PDE6H	0.04	0	0	0
PDE7A	9.06	105.97	18.03	110.07
PDE7B	0.7	0.89	1.6	0.81
PDE8A	17.42	6.31	5.01	6.77
PDE8B	1.37	0.62	0.16	1.76
PDE9A	8.69	2.07	4.43	2.53
PDGFA	28.07	0.56	5.78	0.37
PDGFB	0.12	0.59	0.82	1.16
PDGFC	18.77	1.4	2.01	1.38
PDGFD	99.74	2.59	19.04	6.75
PDGFRA	0.35	0.12	0.67	0.23
PDGFRB	2.13	1.33	0.19	1.09
PDGFRL	1.19	0	0.7	0.75
PDHA1	148.85	67.43	72.59	82.06
PDHA2	0	0	0	0
PDHB	57.85	34.28	42.13	38.23
PDHX	46.68	18.12	16.13	18.44
PDIA2	0.42	0	0	0
PDIA3	661.63	367.93	486.13	380.58
PDIA3P1	2.34	1.86	1.06	1.38
PDIA3P2	0	0	0	0
PDIA4	148.99	64.81	61.61	92.35
PDIA5	19.69	3.14	12.43	7.4
PDIA6	160.05	81.07	114.71	116.74
PDIK1L	12.94	4.38	2.03	5.72
PDILT	0	0.02	0	0
PDK1	52.49	19.11	9.15	23.37
PDK2	26.61	19.43	15.89	20.1
PDK3	18.3	10.87	4.67	8.36
PDK4	6.5	2.19	37.41	1.22
PDLIM1	5	126.55	15.16	157.71
PDLIM1P4	3.92	0	0.93	0
PDLIM2	3.68	17.79	4.28	22.47
PDLIM3	0.5	0.11	5.94	2
PDLIM4	0.41	0.09	4.57	1.56
PDLIM5	20.55	12.65	17.25	11.53
PDLIM7	4.53	2.77	3.7	3.03
PDP1	16.1	11.01	36.45	10.4
PDP2	3.66	1.79	2.73	1.75
PDPK1	20.35	20.6	10.31	23.72
PDPK2P	0	1.38	0.74	0.36
PDPN	0.07	0.01	0.66	0.14
PDPR	19.44	10.95	11.95	12.43
PDRG1	15.15	10.26	8.19	10.36
PDS5A	37.8	55.42	26.47	64.92
PDS5B	16.18	19.15	9.05	26.07
PDSS1	2.87	4.18	4.41	3.79
PDSS1P1	0.05	0	0	0.07
PDSS1P2	0.04	0	0	0
PDSS2	15.85	9.98	4.63	9.86
PDX1	0	0	0	0
PDXDC1	43.73	21.81	19.73	22.86
PDXDC2P	1.89	1.3	1.72	1.86
PDXK	33.89	13.93	44.61	16.73
PDXP	4.67	13.01	9.79	14.62
PDYN	0.08	0	0	0.01
PDYN-AS1	0	0.02	0	0.01
PDZD11	68.8	21.82	40.82	28.2
PDZD2	13.8	0.36	1.57	0.37
PDZD3	0.02	0.08	0	0.05
PDZD4	9.02	1.22	1.38	1.61
PDZD7	0.26	0.07	0.59	0.04
PDZD8	13.86	15.42	11.89	12.94
PDZD9	0.04	0.03	0.03	0.09
PDZK1	0.49	0.13	0.64	0.45
PDZK1IP1	0	0	0	0.07
PDZPH1P	0	0.01	0	0
PDZRN3	39.38	0.01	4.48	0.15
PDZRN3-AS1	0	0	0	0
PDZRN4	0.81	0.03	0.03	0.04
PEA15	299.4	171.82	190.24	159.26
PEAK1	18.85	6.73	3.88	5.82
PEAK3	0.04	0.13	0.04	0.19
PEAR1	5.71	0.07	0.06	0
PEBP1	229.12	108.84	256.53	130.37
PEBP1P3	0	0.47	0	0.1
PEBP4	1.58	0.66	0.32	0.77
PECR	11.69	6.21	14.62	7.77
PEF1	33.81	25.81	22.69	27.68
PEG10	451.67	7.38	38.57	21.64
PEG3	0.06	0.05	0.05	0.06
PELI1	7.36	20.08	15.46	24.26
PELI2	11.34	3.08	3	3.77
PELI3	2.46	2.49	2.63	2.73
PELO	16.38	5.18	9.47	5.7
PELP1	8.77	9.84	4.86	9.16
PEMT	10.26	5.43	5.06	3.67
PENK	0.02	0.12	0.13	0.14
PEPD	20.03	12.41	16.79	11.06
PER1	3.63	12.6	19.09	3.41
PER2	1.86	4.6	1.68	4.72
PER3	8.2	2.5	5.28	1.15
PERM1	1.13	0.03	0.05	0.08
PERP	0.79	1.25	6.07	3.02
PES1	38.53	36.69	41.77	40.69
PES1P1	0	0	0	0
PES1P2	0	0	0	0
PET100	39.81	43.8	50.52	42.47
PET117	1.62	1.64	1.4	0.95
PEX1	33.62	15.14	11.91	13.82
PEX10	31.85	5.2	8.17	5.29
PEX11A	3.75	0.58	1.47	1.02
PEX11B	25.97	12.95	23.47	20.79
PEX11G	0.51	0.16	0.44	0.05
PEX12	8.36	2.46	3.45	3.45
PEX12P1	0	0	0	0
PEX13	14.94	9.27	7.89	10.04
PEX14	11.32	7.16	6.92	6.59
PEX16	3.26	10.12	6.15	11.55
PEX19	110.66	44.6	62.68	46.78
PEX2	64.8	39.02	34.43	48.14
PEX26	3.13	9.74	7.11	8.99
PEX3	22.46	13.23	7.27	14.34
PEX5	15.21	9.23	8.24	10.09
PEX5L	6.88	0.09	2.54	0.04
PEX5L-AS1	0	0	0	0
PEX5L-AS2	0	0	0	0
PEX6	13.55	6.02	1.8	3
PEX7	7.13	5.3	2.75	3.92
PF4	0	0	0	0
PF4V1	0.42	0	0	0
PFAS	6.44	3.08	2.28	3.97
PFDN1	77.69	39.78	47.76	43.82
PFDN2	40.29	27.38	47.79	38.22
PFDN4	63.03	37.01	30.95	41.9
PFDN5	688.35	756.71	460.01	729.39
PFDN6	70.88	49.18	86.9	60.61
PFKFB1	0.06	1.79	0.12	0.2
PFKFB2	21.77	8.33	12.02	5.75
PFKFB3	23.78	17.06	26.62	11.24
PFKFB4	31.63	1.32	3.25	0.63
PFKL	31.02	24.83	26.21	28.22
PFKM	97.45	8.61	48.4	9.67
PFKP	31.89	18.58	34.71	23.56
PFN1	315.01	669.97	317.92	810.97
PFN1P1	0	0	0	0
PFN1P10	0.2	0	0	0
PFN1P11	0.08	0	0	0
PFN1P12	0	0.04	0	0.05
PFN1P3	0	0.45	0	0
PFN1P4	0	0	0.3	0.85
PFN1P6	0.61	0.89	0.13	0.54
PFN1P8	0.21	0	0	0
PFN1P9	0	0	0	0
PFN2	98.65	2.71	157.37	4.26
PFN3	0	0	0	0
PFN4	0.92	0.33	0.46	0.33
PGA3	0	0	0.02	0.01
PGA4	0.02	0.33	0.02	0.01
PGAM1	75.52	87.52	106.38	100.3
PGAM1P1	0	0	0	0
PGAM1P10	0	0	0.06	0
PGAM1P11	0	0	0	0
PGAM1P12	0	0	0	0
PGAM1P13	0	0	0	0
PGAM1P2	0	0	0	0
PGAM1P3	0	0	0.05	0
PGAM1P4	0	0	0	0
PGAM1P6	0	0	0	0
PGAM1P7	0.04	0.27	0.33	0.64
PGAM1P8	0.07	0.24	0.09	0.42
PGAM1P9	0	0	0	0
PGAM2	0.07	0.06	1.36	0.17
PGAM3P	0	0	0	0
PGAM4	0.04	0	0.02	0.04
PGAM4P1	0	0	0	0
PGAM4P2	0	0	0	0
PGAM5	0.02	0.07	0.03	0.12
PGAM5P1	0	0	0.03	0
PGAP1	30.76	1.04	7.7	1.47
PGAP2	10.22	9.72	8.03	9.24
PGAP3	3.43	4.93	3.17	5.08
PGBD1	2.56	0.46	2.19	0.67
PGBD2	6.02	8.32	3.53	12.21
PGBD4	1.28	1.86	1.39	1.8
PGBD4P1	0	0.25	0.07	1.03
PGBD4P3	0	0	0	0
PGBD4P4	0	0	0	0
PGBD4P5	0	0	0	0.14
PGBD4P6	0	0	0	0
PGBD4P8	0	0.04	0	0
PGBD5	0.33	0.18	0.41	0.41
PGC	0	0	0	0.02
PGCP1	0	0	0	0
PGD	193.85	76.38	90.91	72.75
PGF	9.26	0.06	0.34	0
PGGHG	0.55	4.02	3.76	5.38
PGGT1B	19.39	25.79	13.52	25.37
PGGT1BP1	0	0.03	0	0.05
PGGT1BP2	0	0	0	0
PGK1	1245.01	368.58	531.78	385.8
PGK1P2	0.1	0.03	0.02	0
PGK2	0	0	0	0.02
PGLS	22.28	27.28	12.43	22.68
PGLYRP1	0	0.03	0	0
PGLYRP2	0	0.02	0	0
PGLYRP3	0	0.02	0	0
PGLYRP4	0	0	0	0
PGM1	29.2	12.75	20.83	9.39
PGM2	55.2	14.71	12.45	17.82
PGM2L1	1.9	2.11	2.35	2.79
PGM3	23.37	5.81	4.78	6.18
PGM5	0.19	0.06	0.02	0.04
PGM5-AS1	0	0	0	0.1
PGM5P4	0	0	0	0
PGM5P4-AS1	0.05	0.22	0	0.08
PGP	1.04	1.96	1.91	1.81
PGPEP1	4.28	2.43	3.64	5.38
PGPEP1L	0	0	0	0
PGR	0	0.04	0	0.04
PGRMC1	110.29	8.27	40.46	9.64
PGRMC2	125.02	32	92.33	42.44
PGS1	5.11	7.11	3.48	7.91
PHACTR1	81.05	25.7	50.87	38.63
PHACTR2	6.62	5.52	4.41	9.86
PHACTR2-AS1	0	0.07	0.01	0.01
PHACTR3	0.22	0.04	0.14	0.05
PHACTR4	19.98	15.51	12.11	16.98
PHAX	63.7	42.36	39	66.01
PHB	286.8	79.07	148.83	95.37
PHB2	133.2	136.96	103.13	138.83
PHB2P1	0	0	0	0
PHBP1	0	0	0	0
PHBP10	0	0	0	0
PHBP11	0	0	0	0
PHBP12	0.35	0.11	0.15	0.1
PHBP13	0	0.06	0	0.14
PHBP14	0	0	0	0
PHBP16	0	0	0	0
PHBP17	0	0.13	0	0
PHBP2	0.03	0.03	0	0.1
PHBP3	0	0	0	0.25
PHBP4	0	0	0	0
PHBP5	0	0	0	0.35
PHBP7	0.03	0	0	0
PHBP8	0	0	0	0
PHBP9	0.12	0.72	0.18	0.84
PHC1	12.69	14.34	11.08	8.16
PHC1P1	2.8	4.51	2.01	2.63
PHC2	93.1	17.55	56.87	22.29
PHC3	30.06	67.97	32.92	53.35
PHEX	0.18	2.95	1.7	2.12
PHEX-AS1	0	0.01	0	0.02
PHF1	23.99	67.09	56.17	62.09
PHF10	38.64	43.57	20.03	54.9
PHF11	6.97	69.98	22.12	64.11
PHF12	12.4	33.58	11.22	32.4
PHF13	7.23	1.71	3.57	2.67
PHF14	45.39	16.94	15.49	21.19
PHF19	9.63	18.08	10.46	22.82
PHF2	5.8	14.03	6.31	14.53
PHF20	38.22	38.39	15.6	45.23
PHF20L1	74.5	27.43	22.84	32.48
PHF21A	30.55	30.71	19.77	31.09
PHF21B	0.03	0	0	0
PHF23	36.37	22.48	21.12	29.22
PHF24	0.18	0	0.05	0
PHF2P2	0	0.04	0.02	0.02
PHF3	27.8	37.23	16.33	44.64
PHF5A	102.14	37.11	39.35	49.37
PHF6	23.65	20.08	9.2	33.36
PHF7	4.59	5.89	5.08	4.03
PHF8	12.04	18.26	10.78	19.77
PHGDH	309.06	4.75	93.48	16.34
PHGR1	0	0	0	0
PHIP	16.79	15.37	6.5	18.54
PHKA1	3.81	0.3	4.48	0.12
PHKA1-AS1	0	0	0	0
PHKA1P1	0.59	0.37	0.42	0.17
PHKA2	8.85	11.41	4.35	12.3
PHKA2-AS1	0.19	0.15	0.14	0.35
PHKB	10.07	16.91	9.26	20.19
PHKBP1	0	0	0	0.04
PHKG1	1.26	0.15	0.32	0.11
PHKG1P1	0	0	0	0
PHKG1P2	0	0.03	0	0.03
PHKG1P4	0	0	0	0
PHKG2	4.65	8.07	5.8	7.75
PHLDA1	111.96	2.42	52.8	4.42
PHLDA2	0.57	0.25	0.77	0.11
PHLDA3	7.39	0.33	7.34	0.66
PHLDB1	29.45	1.22	7.45	1.64
PHLDB2	15.03	1.02	1.44	1.47
PHLDB3	1.17	1.23	0.61	1.95
PHLPP1	28.21	3.12	9.32	4.78
PHLPP2	2.61	6.62	2.61	5.89
PHOSPHO1	0	0.47	0.12	0.55
PHOSPHO2	1.91	2.03	2.13	1.5
PHOX2A	0	0	0	0.04
PHOX2B	0.01	0	0	0
PHPT1	18.25	15.42	17.82	13.68
PHRF1	3.38	5.45	3.95	5.66
PHTF1	15.06	6.02	7.12	7.35
PHTF2	26.5	31.5	16.39	36.31
PHYH	6.37	4.3	14.7	4.57
PHYHD1	5.22	3.94	4.68	2.06
PHYHIP	0.05	0	0.14	0
PHYHIPL	0.26	0	0	0
PHYKPL	11.64	27.3	12.52	22.83
PI15	73.32	0.02	13.07	0.02
PI16	0.15	0.57	0.3	0.82
PI3	0	0	0	0.14
PI4K2A	8.72	10.65	15.88	7.69
PI4K2B	10.15	18.76	13.86	23.59
PI4KA	14.68	37.98	19.78	34.48
PI4KAP2	2.68	5.07	3.09	4.97
PI4KB	43.51	58.51	36.67	46.49
PIANP	0.2	0.15	0.44	0.22
PIAS1	19.93	28.63	16.45	36.93
PIAS2	15.61	8.98	8.62	8.17
PIAS3	7.52	7.81	7.42	9.24
PIAS4	2.42	2.85	2.61	3.58
PIBF1	10.97	25.17	7.07	22.42
PICALM	293	105.74	268.9	107.35
PICK1	3.4	8.73	11.28	7.74
PID1	0.16	1.67	0.37	1.01
PIDD1	5.13	8.63	3.18	7.04
PIEZO1	5.85	14.41	10.64	15.8
PIEZO1P1	0	0	0	0
PIEZO1P2	0	0	0	0
PIEZO2	8.15	0.08	0.02	0.12
PIF1	0.52	0.52	0.49	0.74
PIFO	1.13	0.28	1.37	1.42
PIGA	14.31	8.15	12.86	5.43
PIGB	14.28	8.12	7.32	9.17
PIGBOS1	11.46	6.72	8.49	9.46
PIGC	30.97	30.66	23.56	30.22
PIGCP1	5.97	2.16	3.05	3.8
PIGCP2	0	0	0	0
PIGF	41.23	16.81	28.72	14.69
PIGFP1	0	0.03	0.12	0
PIGFP2	0	0	0	0
PIGFP3	0	0	0	0
PIGG	14.23	20.53	8.86	15.86
PIGH	28.23	10.68	8.97	9.96
PIGK	62.28	22.96	31.82	24.31
PIGL	3.76	6.2	2.91	6.94
PIGM	7.44	1.7	4.1	2.95
PIGN	19.1	5.8	4.61	7.88
PIGO	6.6	14.31	8.37	13.98
PIGP	58.37	14.68	27.91	16.94
PIGPP2	0	0	0	0
PIGPP3	0	0	0	0
